sample	qcpass	fittype	calib_slope	calib_slope_deg	calib_span	calib_linfit_rsquare	calib_linfit_logpval	coef_a	coef_b	coef_c	ci_a	ci_b	ci_c	rsquare	adjrsquare	rmse	f	f_logpval	truncated_genes	median	iqr	iqr_raw	q1	q25	q75	q99
LJP009_A375_24H_X1_B20:H14	1	power	1.8218	61.2372	4.89399	0.97927	8.15882	0.193295	1.75867	-1.44828	-0.58,0.96	0.33,3.18	-9.05,6.15	0.982903	0.978629	0.415377	229.959	7.06832	3	8.69866	8.03555	1.61647	17.4301	131.367	1055.61	17988
LJP009_A375_24H_X1_B20:H15	1	power	1.81314	61.122	5.06368	0.974975	7.79005	0.13398	1.89027	-0.7889	-0.38,0.65	0.49,3.29	-7.24,5.66	0.98103	0.976287	0.437543	206.855	6.88769	3	8.48256	7.72947	1.59131	12.893	125.492	969.986	19155.2
LJP009_A375_24H_X1_B20:H16	1	power	1.89897	62.2287	4.87454	0.974369	7.74316	0.163882	1.82231	-1.85474	-0.55,0.88	0.28,3.37	-10.20,6.49	0.979077	0.973846	0.459512	187.175	6.71749	1	8.37926	7.27474	1.49092	11.0836	118.749	863.867	12251.3
LJP009_A375_24H_X1_B20:H17	1	power	1.73149	59.992	5.27752	0.97788	8.03168	0.196306	1.73294	-1.18832	-0.52,0.91	0.43,3.03	-8.05,5.68	0.982263	0.977829	0.42308	221.517	7.00448	1	8.73014	8.869	1.78017	15.8627	125.796	1115.68	11016
LJP009_A375_24H_X1_B20:H18	1	power	1.70016	59.5369	5.35301	0.980869	8.316	0.251496	1.63778	-1.53018	-0.62,1.12	0.42,2.86	-8.61,5.55	0.984208	0.98026	0.399215	249.287	7.20621	1	8.78267	8.63703	1.79046	15.889	137.388	1186.62	9295.49
LJP009_A375_24H_X1_B20:H19	1	power	1.95224	62.8771	4.63046	0.98059	8.28765	0.0941977	2.02765	-1.23135	-0.26,0.45	0.65,3.40	-7.49,5.02	0.986463	0.983078	0.369615	291.478	7.47386	4	8.47199	8.03086	1.50454	13.298	127.802	1026.36	23851.1
LJP009_A375_24H_X1_B20:H20	1	power	2.03972	63.8829	4.40388	0.978226	8.06263	0.842783	1.2867	-6.13518	-3.44,5.12	-0.41,2.99	-24.96,12.69	0.978688	0.97336	0.463764	183.686	6.68549	4	8.75293	10.7356	1.66369	12.1849	141.741	1521.67	26455.6
LJP009_A375_24H_X1_B20:H21	1	power	1.83722	61.4405	4.94448	0.978982	8.13175	0.224231	1.70434	-1.94657	-0.67,1.12	0.29,3.12	-10.21,6.32	0.982369	0.977961	0.421817	222.87	7.01487	2	8.7763	8.14664	1.61272	13.3492	140.53	1144.85	19671.2
LJP009_A375_24H_X1_B20:H22	1	power	2.10688	64.6093	4.39072	0.971321	7.52302	0.126089	1.94819	-2.38429	-0.53,0.79	0.07,3.82	-12.41,7.64	0.976187	0.970234	0.490215	163.978	6.49277	4	8.45526	8.72454	1.46004	10.2188	118.169	1030.97	22441.5
LJP009_A375_24H_X1_B20:H23	1	power	1.96392	63.0155	4.68866	0.976304	7.89691	0.143766	1.87667	-2.02686	-0.49,0.78	0.30,3.45	-10.45,6.40	0.980968	0.97621	0.438248	206.177	6.8821	4	8.68811	9.1218	1.58843	11.5623	127.719	1165.03	19534.3
LJP009_A375_24H_X1_B20:H24	1	power	1.81236	61.1116	4.91912	0.978026	8.04465	0.0717822	2.1112	-0.0824687	-0.19,0.33	0.78,3.44	-5.09,4.93	0.985727	0.982159	0.379527	276.246	7.38192	4	8.83731	9.37036	1.69568	16.7625	144.219	1351.38	23765.3
LJP009_A375_24H_X1_B20:I01	1	power	1.90754	62.3349	4.68601	0.983298	8.58181	0.0946262	2.02066	-0.988617	-0.23,0.42	0.79,3.25	-6.42,4.44	0.989071	0.986339	0.332104	361.996	7.84567	3	8.64165	8.77764	1.61485	14.0651	112.308	985.799	21141.8
LJP009_A375_24H_X1_B20:I02	1	power	2.07897	64.3121	4.47956	0.96562	7.16766	0.123235	1.95517	-2.14069	-0.55,0.80	-0.02,3.93	-12.42,8.14	0.971003	0.963754	0.540949	133.947	6.15061	4	8.2828	9.07663	1.52185	10.498	97.064	881.013	25622.8
LJP009_A375_24H_X1_B20:I03	1	power	1.98917	63.3103	4.74449	0.959755	6.85873	0.22083	1.7327	-2.84716	-1.05,1.49	-0.30,3.76	-15.59,9.90	0.963585	0.954481	0.606213	105.844	5.75486	2	8.58034	9.55527	1.61163	10.4706	117.777	1125.39	20365.6
LJP009_A375_24H_X1_B20:I04	1	power	1.92508	62.55	4.82089	0.970264	7.45211	0.212151	1.74506	-2.06008	-0.78,1.21	0.07,3.42	-11.71,7.59	0.974278	0.967847	0.509492	151.507	6.35876	4	8.31491	9.17647	1.6537	11.703	96.461	885.171	23339
LJP009_A375_24H_X1_B20:I05	1	power	1.82138	61.2317	5.06959	0.967691	7.28945	0.0735865	2.11228	-0.0198153	-0.23,0.38	0.59,3.63	-5.70,5.66	0.977381	0.971726	0.477772	172.842	6.5821	2	8.42716	8.67819	1.67219	12.7535	106.444	923.744	23363.2
LJP009_A375_24H_X1_B20:I06	1	power	1.84302	61.5163	5.03782	0.968401	7.33302	0.123911	1.91237	-1.15218	-0.44,0.69	0.29,3.54	-8.91,6.61	0.974769	0.968461	0.504606	154.533	6.39224	2	8.41895	8.78112	1.66956	11.92	113.975	1000.83	13152.4
LJP009_A375_24H_X1_B20:I07	1	power	2.00431	63.4842	4.57265	0.978001	8.04248	0.400282	1.53269	-3.91006	-1.44,2.24	-0.06,3.13	-16.39,8.57	0.979753	0.974691	0.452025	193.56	6.77456	5	8.36322	8.75042	1.55368	10.5983	112.288	982.565	29635.2
LJP009_A375_24H_X1_B20:I08	1	power	1.96641	63.0449	4.67874	0.961565	6.94898	0.0166756	2.67008	0.63852	-0.06,0.09	0.95,4.39	-4.00,5.28	0.978235	0.972793	0.468668	179.779	6.64894	4	8.21937	10.496	1.67736	11.8144	89.7045	941.537	23038.4
LJP009_A375_24H_X1_B20:I09	1	power	1.87875	61.9751	4.88764	0.97816	8.05667	0.206297	1.74239	-1.95641	-0.62,1.04	0.31,3.17	-10.11,6.20	0.981968	0.97746	0.426585	217.826	6.97581	1	8.41041	7.91122	1.56929	12.3266	118.854	940.28	13462.7
LJP009_A375_24H_X1_B20:I10	1	power	1.97525	63.1485	4.6822	0.96891	7.36483	0.306597	1.62343	-2.99285	-1.26,1.87	-0.18,3.43	-15.25,9.27	0.971593	0.964491	0.535421	136.81	6.1863	4	8.37274	9.31899	1.62159	10.6149	104.504	973.87	25663.5
LJP009_A375_24H_X1_B20:I11	1	power	1.95	62.8503	4.72233	0.950346	6.4464	0.0206893	2.60712	0.75422	-0.09,0.13	0.61,4.60	-4.68,6.18	0.967336	0.959171	0.574135	118.461	5.94375	5	8.07854	9.59585	1.62909	12.0241	90.6223	869.598	29057.5
LJP009_A375_24H_X1_B20:I12	1	power	1.92423	62.5396	4.83004	0.968409	7.33349	0.117973	1.95539	-1.10227	-0.42,0.65	0.31,3.60	-8.75,6.55	0.975091	0.968864	0.50137	156.586	6.4146	4	8.45315	10.2149	1.7126	11.7777	102.796	1050.06	30594
LJP009_A375_24H_X1_B20:I13	1	power	2.00995	63.5485	4.63221	0.969281	7.38836	0.269642	1.67152	-3.02482	-1.11,1.65	-0.13,3.47	-15.00,8.95	0.972344	0.965431	0.528292	140.636	6.23287	4	8.53589	11.2161	1.7178	9.97282	105.221	1180.17	26627.2
LJP009_A375_24H_X1_B20:I14	1	power	1.8187	61.1961	5.06415	0.975548	7.8354	0.392619	1.50879	-2.8295	-1.28,2.07	0.02,2.99	-13.50,7.84	0.977597	0.971997	0.47548	174.551	6.59881	1	8.64842	8.41176	1.67382	13.4274	120.652	1014.9	16718.4
LJP009_A375_24H_X1_B20:I15	1	power	1.91462	62.4221	4.79788	0.979622	8.19238	0.364964	1.55132	-3.11952	-1.12,1.85	0.13,2.98	-13.38,7.14	0.981753	0.977191	0.429122	215.211	6.95521	4	8.58307	9.14336	1.65486	11.4121	113.598	1038.67	20815.5
LJP009_A375_24H_X1_B20:I16	1	power	1.89051	62.1231	4.89349	0.976858	7.94328	0.374692	1.53828	-3.04356	-1.21,1.96	0.06,3.02	-13.69,7.60	0.979047	0.973809	0.459839	186.903	6.71501	4	8.60656	9.50712	1.70208	11.5041	116.334	1106	17195.1
LJP009_A375_24H_X1_B20:I17	1	power	1.91784	62.4615	4.82422	0.97828	8.06749	0.631402	1.36155	-4.78166	-2.22,3.48	-0.16,2.88	-19.17,9.60	0.979195	0.973993	0.458215	188.259	6.72731	2	8.61661	8.91442	1.63822	11.4124	116.474	1038.3	18348.4
LJP009_A375_24H_X1_B20:I18	1	power	1.96216	62.9947	4.8048	0.951276	6.48355	0.0842328	2.08136	-0.920954	-0.40,0.57	-0.04,4.20	-9.94,8.10	0.959802	0.949752	0.636922	95.5069	5.58317	4	8.60583	8.45554	1.51921	10.6038	125.52	1061.34	22930.8
LJP009_A375_24H_X1_B20:I19	1	power	1.70317	59.581	5.36848	0.971124	7.5096	0.0782253	2.05443	0.109745	-0.22,0.37	0.68,3.42	-5.08,5.30	0.980364	0.975455	0.445156	199.705	6.82776	1	8.59907	8.41098	1.743	15.7766	124.579	1047.83	10441.7
LJP009_A375_24H_X1_B20:I20	1	power	2.18605	65.4184	4.35493	0.948576	6.37763	0.102535	2.04139	-2.2353	-0.59,0.79	-0.40,4.48	-14.50,10.03	0.955221	0.944026	0.672232	85.3279	5.39571	4	8.41455	9.61972	1.463	9.19622	112.281	1080.11	23877.1
LJP009_A375_24H_X1_B20:I21	1	power	1.87592	61.9392	4.87753	0.979176	8.14991	0.166081	1.81015	-1.884	-0.49,0.82	0.41,3.21	-9.53,5.76	0.983503	0.979379	0.408026	238.465	7.13036	2	8.6085	8.58111	1.63294	12.2399	113.829	976.777	14734.8
LJP009_A375_24H_X1_B20:I22	1	power	1.74829	60.231	5.14146	0.981577	8.38985	0.150028	1.82326	-1.11552	-0.37,0.67	0.59,3.05	-7.22,4.99	0.986274	0.982843	0.372175	287.428	7.44989	1	8.72962	8.51656	1.72477	16.6487	131.157	1117	11647.6
LJP009_A375_24H_X1_B20:I23	1	power	2.34268	66.8842	4.01232	0.951388	6.48805	0.0280418	2.54098	-1.01035	-0.16,0.22	-0.02,5.10	-10.07,8.05	0.962631	0.953289	0.614099	103.04	5.70995	9	8.46903	14.3782	1.58631	8.70016	95.8626	1378.33	32776
LJP009_A375_24H_X1_B20:I24	1	power	1.79133	60.8278	4.95885	0.973509	7.6785	0.104741	1.95893	-0.766227	-0.32,0.53	0.49,3.43	-7.32,5.79	0.980202	0.975253	0.446985	198.041	6.81352	1	8.36795	7.70213	1.61805	11.7465	117.118	902.056	14419.1
LJP009_A375_24H_X1_B20:J01	1	power	1.91734	62.4554	4.55165	0.97971	8.20078	0.0218959	2.58259	0.949745	-0.04,0.08	1.51,3.65	-1.89,3.79	0.992436	0.990545	0.276289	524.809	8.48496	7	8.50666	9.99854	1.62449	17.5299	130.48	1304.61	32771.4
LJP009_A375_24H_X1_B20:J02	1	power	1.91325	62.4053	4.74033	0.979604	8.1906	0.114074	1.95892	-1.15376	-0.32,0.54	0.60,3.32	-7.50,5.19	0.985304	0.98163	0.385106	268.185	7.33122	4	8.40445	8.1825	1.55354	13.0914	122.895	1005.59	28935.7
LJP009_A375_24H_X1_B20:J03	1	power	1.94861	62.8337	4.64909	0.983449	8.59953	0.281328	1.64182	-3.04113	-0.81,1.37	0.29,2.99	-12.19,6.11	0.985896	0.98237	0.377275	279.602	7.4026	4	8.51504	8.44231	1.56411	11.2902	121.992	1029.89	25047
LJP009_A375_24H_X1_B20:J04	1	power	1.92139	62.505	4.69659	0.978359	8.07459	0.100382	2.00346	-1.0773	-0.29,0.50	0.58,3.43	-7.51,5.36	0.984421	0.980526	0.396506	252.759	7.22986	2	8.35671	7.27623	1.47525	12.0212	113.162	823.393	13438.4
LJP009_A375_24H_X1_B20:J05	1	power	1.81675	61.1701	5.02224	0.979861	8.21548	0.526817	1.40331	-3.85863	-1.69,2.75	-0.03,2.83	-16.00,8.29	0.981025	0.976281	0.437597	206.803	6.88727	1	8.66193	7.6066	1.59897	14.2238	134.568	1023.6	9369.26
LJP009_A375_24H_X1_B20:J06	1	power	1.9388	62.7161	4.73966	0.980019	8.23091	0.887098	1.2512	-6.02393	-3.17,4.94	-0.26,2.76	-23.12,11.07	0.980438	0.975548	0.444308	200.483	6.83439	2	8.69618	8.90492	1.62152	11.3858	123.739	1101.88	19336.3
LJP009_A375_24H_X1_B20:J07	1	power	2.05583	64.0607	4.38689	0.968907	7.36467	0.107231	2.007	-1.58741	-0.45,0.67	0.11,3.90	-10.66,7.48	0.974537	0.968172	0.506913	153.093	6.37639	5	8.26216	8.92095	1.52366	11.0603	102.756	916.682	32061.5
LJP009_A375_24H_X1_B20:J08	1	power	1.95193	62.8733	4.72535	0.972549	7.6088	0.213757	1.7397	-2.46925	-0.81,1.24	0.04,3.44	-12.72,7.78	0.976126	0.970158	0.490841	163.55	6.48833	4	8.45149	8.39213	1.55838	10.7889	113.488	952.41	25458.9
LJP009_A375_24H_X1_B20:J09	1	power	2.01904	63.6515	4.63665	0.969903	7.42844	0.481019	1.47223	-4.446	-2.06,3.03	-0.35,3.29	-19.96,11.07	0.971436	0.964295	0.5369	136.036	6.17671	4	8.58668	10.474	1.66662	10.0662	111.267	1165.41	27710.6
LJP009_A375_24H_X1_B20:J10	1	power	1.86791	61.8373	4.87828	0.976878	7.94493	0.087847	2.04582	-0.602564	-0.24,0.41	0.69,3.40	-6.26,5.06	0.984282	0.980353	0.398273	250.486	7.21441	2	8.40746	7.7274	1.55592	12.1109	111.623	862.557	20799.3
LJP009_A375_24H_X1_B20:J11	1	power	1.8803	61.9946	4.83422	0.981974	8.43244	0.39996	1.51053	-3.37067	-1.18,1.98	0.15,2.87	-13.65,6.91	0.983727	0.979659	0.405244	241.806	7.15413	1	8.5521	7.93113	1.57687	13.8654	123.135	976.595	15152.7
LJP009_A375_24H_X1_B20:J12	1	power	1.91497	62.4264	4.81169	0.972115	7.57803	0.158184	1.84753	-1.52201	-0.54,0.85	0.26,3.43	-9.67,6.63	0.977233	0.971541	0.479335	171.69	6.57075	2	8.3297	9.13334	1.65348	11.5937	99.3228	907.15	21612.5
LJP009_A375_24H_X1_B20:J13	1	power	1.77455	60.5977	5.0503	0.981051	8.33471	0.0886083	2.02376	-0.279081	-0.19,0.37	0.89,3.16	-4.88,4.32	0.988345	0.985431	0.342959	339.195	7.73392	2	8.50221	8.42794	1.69371	14.8428	116.23	979.579	13533.7
LJP009_A375_24H_X1_B20:J14	1	power	1.84809	61.5822	4.95249	0.976821	7.94017	0.136278	1.88894	-1.00602	-0.38,0.65	0.52,3.26	-7.51,5.49	0.982553	0.978191	0.419611	225.262	7.03309	2	8.59453	8.83234	1.66369	13.2163	119.514	1055.59	16859.8
LJP009_A375_24H_X1_B20:J15	1	power	1.90788	62.3391	4.77999	0.981233	8.35362	0.236836	1.69216	-2.64212	-0.72,1.19	0.28,3.10	-11.53,6.24	0.984196	0.980245	0.39936	249.102	7.20494	2	8.49516	8.38388	1.59376	11.5007	115.571	968.933	13585.5
LJP009_A375_24H_X1_B20:J16	1	power	1.95212	62.8756	4.78866	0.965356	7.15265	0.0886283	2.05666	-1.02199	-0.34,0.52	0.28,3.83	-8.76,6.72	0.973069	0.966337	0.521322	144.53	6.27901	3	8.59542	8.71921	1.55342	11.1784	125.095	1090.73	19425.9
LJP009_A375_24H_X1_B20:J17	1	power	1.8727	61.8983	4.87999	0.97615	7.88427	0.111522	1.96014	-0.966459	-0.33,0.55	0.54,3.38	-7.43,5.49	0.982463	0.978079	0.420683	224.095	7.02422	2	8.30527	8.58709	1.6382	11.8675	104.065	893.619	17595
LJP009_A375_24H_X1_B20:J18	1	power	1.71403	59.7398	5.18	0.980105	8.23934	0.0626176	2.13607	0.31577	-0.14,0.26	0.98,3.29	-3.76,4.39	0.98851	0.985638	0.340515	344.139	7.75877	2	8.55017	8.44982	1.73948	17.4845	119.381	1008.75	11048.1
LJP009_A375_24H_X1_B20:J19	1	power	1.7754	60.6095	5.08602	0.984737	8.75811	0.186248	1.75332	-1.53021	-0.41,0.78	0.63,2.88	-7.63,4.57	0.98865	0.985812	0.338444	348.412	7.77996	1	8.45515	8.3868	1.71262	12.9949	109.962	922.231	9766.69
LJP009_A375_24H_X1_B20:J20	1	power	1.78714	60.7706	5.18608	0.963641	7.0579	0.0615408	2.16095	0.0978435	-0.20,0.33	0.59,3.74	-5.59,5.79	0.974767	0.968458	0.504627	154.52	6.3921	2	8.26497	8.14599	1.6596	11.8234	104.343	849.974	15066.9
LJP009_A375_24H_X1_B20:J21	1	power	2.0094	63.5423	4.57162	0.982298	8.46792	0.70745	1.3352	-6.0823	-2.52,3.94	-0.18,2.85	-22.24,10.08	0.982939	0.978674	0.414936	230.456	7.07201	2	8.6034	9.23347	1.58972	11.0469	117.883	1088.46	18283.7
LJP009_A375_24H_X1_B20:J22	1	power	1.69606	59.4764	5.21471	0.984577	8.73767	0.0740554	2.06507	0.0706653	-0.12,0.27	1.11,3.02	-3.54,3.68	0.992049	0.990061	0.283268	499.072	8.39828	1	8.61262	8.50275	1.76897	17.382	120.595	1025.39	8806.53
LJP009_A375_24H_X1_B20:J23	1	power	1.77327	60.5801	5.01022	0.977206	7.97293	0.0393294	2.32498	0.699988	-0.08,0.16	1.17,3.48	-2.86,4.26	0.988706	0.985883	0.337596	350.185	7.78868	4	8.58615	8.41304	1.66238	14.8876	122.033	1026.67	16838.6
LJP009_A375_24H_X1_B20:J24	1	power	1.91336	62.4066	4.82457	0.966719	7.23134	0.040204	2.32886	-0.0981338	-0.14,0.22	0.68,3.98	-5.77,5.57	0.978147	0.972684	0.469608	179.043	6.64198	4	8.43379	8.4535	1.56895	11.3204	108.201	914.673	20304.8
LJP009_A375_24H_X1_B20:K01	1	power	1.71829	59.8017	5.25858	0.977797	8.02441	0.137116	1.85511	-0.678737	-0.36,0.63	0.56,3.15	-6.67,5.31	0.983377	0.979221	0.409578	236.632	7.11717	1	8.74851	8.70085	1.76608	16.5288	129.575	1127.41	10077.3
LJP009_A375_24H_X1_B20:K02	1	power	1.8426	61.5108	5.03368	0.962646	7.00493	0.0585701	2.18736	-0.106113	-0.21,0.33	0.50,3.88	-6.29,6.08	0.973257	0.966571	0.519502	145.572	6.29117	2	8.34643	9.04224	1.70024	12.1796	93.4597	845.085	14340.9
LJP009_A375_24H_X1_B20:K03	1	power	1.88348	62.0348	4.92548	0.970169	7.44582	0.14031	1.87637	-1.50123	-0.51,0.79	0.21,3.54	-9.88,6.88	0.975546	0.969433	0.496771	159.574	6.44661	2	8.4833	9.96154	1.73561	11.8223	102.864	1024.69	12950.6
LJP009_A375_24H_X1_B20:K04	1	power	1.83111	61.3603	4.95101	0.979769	8.20648	0.105406	1.96967	-0.804704	-0.27,0.48	0.69,3.24	-6.46,4.85	0.98603	0.982538	0.375471	282.334	7.41925	2	8.42705	9.21344	1.72074	12.3417	107.095	986.713	14827.7
LJP009_A375_24H_X1_B20:K05	1	power	1.86511	61.8015	4.92696	0.97759	8.00622	0.16918	1.80667	-1.68207	-0.50,0.84	0.40,3.21	-9.22,5.86	0.982197	0.977747	0.423861	220.687	6.99807	2	8.47371	7.64885	1.55751	11.6036	115.249	881.523	13074.7
LJP009_A375_24H_X1_B20:K06	1	power	1.97487	63.1441	4.63648	0.967261	7.2635	0.0649678	2.18878	-0.356034	-0.23,0.36	0.48,3.90	-6.82,6.11	0.976294	0.970368	0.489113	164.736	6.50059	4	8.31631	10.2268	1.666	11.3861	97.094	992.959	29295.3
LJP009_A375_24H_X1_B20:K07	1	power	2.04178	63.9059	4.49106	0.973556	7.68196	0.0944969	2.05337	-1.32514	-0.33,0.52	0.39,3.71	-8.82,6.17	0.979882	0.974852	0.450584	194.827	6.78566	3	8.31034	9.36304	1.56276	11.8975	98.6171	923.356	18361.4
LJP009_A375_24H_X1_B20:K08	1	power	2.15576	65.1146	4.29845	0.957278	6.74157	0.134989	1.94406	-2.33979	-0.73,1.00	-0.38,4.27	-14.69,10.01	0.962209	0.952762	0.617553	101.847	5.69047	5	8.42735	10.966	1.57616	11.0011	102.695	1126.15	28680.6
LJP009_A375_24H_X1_B20:K09	1	power	2.23648	65.9091	4.17102	0.944704	6.23503	0.141723	1.93476	-2.85496	-0.96,1.25	-0.88,4.75	-18.72,13.01	0.949225	0.936531	0.715826	74.7789	5.1774	6	8.66747	10.2007	1.46216	9.21366	128.829	1314.15	32769.1
LJP009_A375_24H_X1_B20:K10	1	power	2.03066	63.782	4.53849	0.955125	6.64507	0.0211859	2.60069	0.352831	-0.09,0.14	0.57,4.63	-5.52,6.23	0.97017	0.962712	0.548668	130.093	6.10138	6	8.42977	9.71664	1.56033	11.4752	101.799	989.14	32769.1
LJP009_A375_24H_X1_B20:K11	1	power	1.97589	63.156	4.75348	0.955782	6.674	0.101195	2.01348	-1.31187	-0.47,0.67	-0.04,4.07	-10.76,8.14	0.963035	0.953793	0.610773	104.21	5.72882	3	8.36414	9.0838	1.58664	11.03	102.598	931.975	20301.2
LJP009_A375_24H_X1_B20:K12	1	power	1.94834	62.8305	4.73258	0.975182	7.80628	0.195225	1.78165	-1.87502	-0.64,1.03	0.25,3.31	-10.35,6.60	0.97942	0.974275	0.45573	190.361	6.7462	4	8.46521	8.90803	1.59897	11.4728	112.139	998.94	25675.1
LJP009_A375_24H_X1_B20:K13	1	power	2.03469	63.827	4.54809	0.973873	7.70565	1.16556	1.17916	-7.15904	-5.01,7.35	-0.56,2.92	-29.77,15.45	0.974088	0.96761	0.511365	150.37	6.34601	5	8.59123	8.84208	1.54114	10.5823	127.703	1129.16	27813.1
LJP009_A375_24H_X1_B20:K14	1	power	2.06548	64.1661	4.40114	0.975951	7.86797	0.636886	1.3842	-5.46995	-2.72,3.99	-0.40,3.17	-23.01,12.07	0.976782	0.970978	0.484052	168.282	6.53672	4	8.64716	12.6336	1.75817	9.77496	112.695	1423.75	29875.3
LJP009_A375_24H_X1_B20:K15	1	power	1.85117	61.6221	4.96196	0.976743	7.93351	0.258486	1.65967	-2.16904	-0.80,1.31	0.22,3.10	-11.01,6.67	0.980007	0.975009	0.44918	196.071	6.7965	2	8.67147	9.31498	1.71154	13.1893	122.111	1137.46	17055.9
LJP009_A375_24H_X1_B20:K16	1	power	2.09041	64.4347	4.4693	0.971024	7.5028	0.423562	1.53231	-4.13606	-1.76,2.61	-0.27,3.34	-18.54,10.27	0.9729	0.966125	0.522956	143.603	6.26814	4	8.52494	9.11261	1.51044	10.1737	122.562	1116.86	26935.3
LJP009_A375_24H_X1_B20:K17	1	power	1.94273	62.7633	4.69367	0.983556	8.61228	0.470965	1.46073	-4.46795	-1.45,2.39	0.08,2.85	-16.39,7.45	0.984847	0.981059	0.39105	259.974	7.278	1	8.46913	7.58761	1.49982	11.9919	119.651	907.868	8987.66
LJP009_A375_24H_X1_B20:K18	1	power	1.79258	60.8448	4.93185	0.990962	9.78328	0.727266	1.28931	-4.8303	-1.51,2.96	0.27,2.31	-15.02,5.35	0.991469	0.989336	0.293422	464.857	8.27592	1	8.49906	8.59734	1.72688	17.2508	117.018	1006.04	7948.77
LJP009_A375_24H_X1_B20:K19	1	power	1.70924	59.67	5.31872	0.966723	7.23158	0.0424655	2.28397	0.790701	-0.12,0.21	0.86,3.71	-3.59,5.17	0.979703	0.974628	0.452586	193.071	6.77025	2	8.40247	8.12054	1.70105	15.2585	115.086	934.558	11383.3
LJP009_A375_24H_X1_B20:K20	1	power	1.69133	59.4062	5.34132	0.979663	8.19633	0.153011	1.81079	-0.71138	-0.37,0.67	0.60,3.03	-6.51,5.08	0.984847	0.981058	0.391056	259.965	7.27795	1	8.60972	8.77941	1.80913	16.5128	124.591	1093.83	9723.13
LJP009_A375_24H_X1_B20:K21	1	power	2.1399	64.9528	4.39897	0.95582	6.6757	0.0987828	2.04298	-2.11189	-0.53,0.73	-0.27,4.36	-13.58,9.35	0.962079	0.952599	0.618618	101.483	5.68448	4	8.59083	11.1225	1.58181	9.68393	114.029	1268.28	26641.7
LJP009_A375_24H_X1_B20:K22	1	power	2.13586	64.9112	4.36548	0.959977	6.86961	0.0715937	2.16396	-1.47672	-0.35,0.49	0.00,4.33	-10.90,7.95	0.96752	0.9594	0.572518	119.153	5.95355	4	8.4003	9.53677	1.48736	10.4169	111.042	1058.98	25437.4
LJP009_A375_24H_X1_B20:K23	1	power	1.97337	63.1266	4.76423	0.961715	6.95666	0.0852265	2.06648	-1.27484	-0.37,0.54	0.14,3.99	-9.89,7.34	0.969328	0.96166	0.556356	126.413	6.05304	2	8.5845	8.13809	1.49977	10.472	117.218	953.928	18588.3
LJP009_A375_24H_X1_B20:K24	1	power	1.8201	61.2148	4.9556	0.981719	8.4049	0.15946	1.81225	-1.64087	-0.43,0.74	0.52,3.11	-8.52,5.24	0.985942	0.982427	0.376656	280.535	7.4083	2	8.68571	7.98944	1.61406	15.2038	131.791	1052.93	15361.8
LJP009_A375_24H_X1_B20:L01	1	power	1.99329	63.3579	4.61282	0.972492	7.60474	0.0631859	2.18278	-0.793256	-0.22,0.34	0.57,3.80	-7.26,5.67	0.980745	0.975931	0.440813	203.738	6.86182	4	8.57427	9.33649	1.57182	11.8718	116.97	1092.09	30592.6
LJP009_A375_24H_X1_B20:L02	1	power	1.92045	62.4935	4.80205	0.974012	7.71611	0.204205	1.75139	-2.2193	-0.73,1.13	0.14,3.37	-11.64,7.20	0.977799	0.972249	0.473336	176.171	6.6145	4	8.60608	8.41133	1.57248	12.5949	126.738	1066.04	26459.7
LJP009_A375_24H_X1_B20:L03	1	power	1.87837	61.9702	4.85074	0.962338	6.98888	0.023301	2.54937	0.906261	-0.07,0.12	0.99,4.11	-3.35,5.16	0.978954	0.973692	0.460862	186.057	6.70729	5	8.14178	8.40421	1.61136	12.8582	88.8465	746.685	29435.1
LJP009_A375_24H_X1_B20:L04	1	power	1.81215	61.1088	5.05831	0.975733	7.8503	0.141701	1.86572	-0.991239	-0.40,0.69	0.48,3.25	-7.62,5.64	0.981443	0.976803	0.432753	211.549	6.92594	2	8.54642	9.34452	1.74703	13.2502	111.287	1039.92	18532.3
LJP009_A375_24H_X1_B20:L05	1	power	1.71999	59.8264	5.3389	0.976617	7.92299	0.745378	1.27138	-3.99279	-2.38,3.87	-0.13,2.67	-17.28,9.29	0.977275	0.971594	0.47889	172.017	6.57398	1	8.70251	7.63654	1.69332	15.7966	141.645	1081.68	11037.4
LJP009_A375_24H_X1_B20:L06	1	power	1.63127	58.4909	5.46467	0.982983	8.54518	0.109424	1.92257	0.125116	-0.19,0.41	0.93,2.91	-3.85,4.10	0.98978	0.987225	0.321144	387.403	7.96226	1	8.52081	7.73577	1.76541	17.0983	122.67	948.951	8952.34
LJP009_A375_24H_X1_B20:L07	1	power	1.99649	63.3947	4.54416	0.983383	8.59181	1.7689	1.03782	-9.33951	-6.40,9.93	-0.41,2.49	-33.87,15.19	0.983392	0.97924	0.409394	236.848	7.11873	3	8.47592	9.94104	1.65932	10.4312	112.403	1117.41	22287.2
LJP009_A375_24H_X1_B20:L08	1	power	1.98702	63.2855	4.73519	0.957929	6.77168	0.386377	1.53898	-3.98832	-1.98,2.75	-0.57,3.65	-20.54,12.57	0.960011	0.950014	0.635262	96.0275	5.59224	4	8.2921	9.26709	1.61519	9.82837	96.4023	893.369	22719.8
LJP009_A375_24H_X1_B20:L09	1	power	2.11721	64.7177	4.35811	0.956774	6.71852	0.130235	1.94795	-2.15273	-0.67,0.93	-0.29,4.18	-13.86,9.56	0.962172	0.952715	0.617857	101.742	5.68875	4	8.11918	10.4333	1.5995	9.70401	84.2356	878.852	28370.7
